id,latitude,longitude,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1559460,40.67802444,-73.99299819,100,10,10,10,10,10,10,0.05
9462694,40.68177176,-73.99392568,100,10,8,8,10,10,10,0.05
4795831,40.68880489,-73.98716989,100,10,10,10,10,10,10,0.05
7741661,40.69022297,-73.93817948,100,10,10,10,10,10,10,0.05
3737847,40.70009599,-73.91204122,100,10,10,10,10,10,10,0.05
7919303,40.70097801,-73.92673649,100,10,10,10,10,10,10,0.05
9902315,40.70264015,-73.92671695,100,10,10,10,10,10,10,0.05
10170115,40.7058051,-74.00810551,100,10,10,8,10,10,10,0.05
10499892,40.70999262,-73.95151945,100,10,10,10,10,10,10,0.05
9275200,40.71006786,-73.95676704,100,10,10,10,10,10,10,0.05
9063266,40.71255639,-73.95224234,100,10,10,10,10,10,10,0.05
10068269,40.71274484,-73.94513202,100,10,10,10,10,10,10,0.05
10062378,40.71496906,-73.99247792,100,10,10,10,10,10,10,0.05
10166986,40.71551771,-73.93868834,100,10,8,10,10,10,10,0.05
4745212,40.71717015,-73.95688116,100,10,10,10,10,10,10,0.05
9907257,40.71758563,-73.98419769,100,10,10,10,10,10,10,0.05
3095348,40.71769545,-73.94612036,100,10,9,10,10,10,9,0.05
9878369,40.71971615,-73.99631839,100,10,10,10,10,10,10,0.05
9978426,40.7243137,-73.98312336,100,10,10,10,10,10,10,0.05
10113787,40.72485256,-74.00253653,100,10,10,10,10,10,10,0.05
9874418,40.72514794,-73.93969957,100,10,10,10,10,10,10,0.05
8761013,40.72612717,-74.00825636,100,10,10,10,10,10,10,0.05
18361390,40.77826867,-73.97672591,100,10,10,10,10,10,9,2
12380704,40.77903375,-73.91935864,100,10,10,10,10,10,10,2
19960443,40.78170182,-73.94730995,100,10,10,10,10,10,10,2
18613550,40.78545727,-73.94117044,100,10,10,10,10,10,10,2
19586475,40.79674236,-73.93925806,100,10,10,10,10,10,10,2
19227532,40.79929322,-73.94605471,100,10,10,10,10,10,10,2
18970307,40.81410135,-73.96198532,100,10,10,10,10,10,10,2
10539779,40.72833897,-73.98048454,94,10,10,10,10,10,9,2.01
4157451,40.76805292,-73.95424279,97,10,10,10,10,10,10,2.01
12760402,40.71401085,-73.9517321,98,10,9,10,10,10,10,2.01
16963988,40.76962194,-73.9612897,98,10,10,10,10,10,10,2.01
15126483,40.77004634,-73.91011399,100,10,10,10,10,10,10,2.01
1660971,40.77433749,-73.98835496,95,10,10,10,10,10,9,2.02
12962798,40.72858693,-73.98347569,99,10,10,10,10,10,10,2.02
18358666,40.69461026,-73.92874418,90,10,9,9,9,10,10,2.03
18211025,40.81652108,-73.94341973,90,10,9,10,9,10,9,2.03
15122925,40.61238143,-73.99804686,93,10,10,10,10,10,10,2.03
15343336,40.72797071,-73.98406136,96,10,10,10,10,10,9,2.03
10983426,40.7214713,-73.86316644,96,10,10,10,10,10,10,2.04
4270499,40.76368716,-73.92290727,98,10,10,10,10,10,10,2.05
17333187,40.7690405,-73.94867843,98,10,10,10,10,10,10,2.05
6094597,40.84962407,-73.93994269,99,10,10,10,10,10,10,2.05
19713074,40.68697894,-73.99864014,100,10,10,10,10,10,10,2.05
4334446,40.66309624,-73.98603245,99,10,10,10,10,10,10,2.06
14176286,40.72520561,-73.95574526,99,10,10,10,10,10,10,2.06
6077178,40.75958332,-73.990503,94,10,10,10,10,10,9,2.07
791191,40.73336013,-74.00178352,95,10,9,10,10,10,9,2.07
17938933,40.71256501,-73.95899683,98,10,10,10,9,10,10,2.07
17286647,40.72644697,-73.98591125,98,10,10,10,10,10,9,2.07
8864262,40.73479371,-74.00550923,98,10,10,10,10,10,9,2.07
15901758,40.70419714,-74.00861325,100,10,10,10,10,10,10,2.07
13601150,40.77445469,-73.90930366,89,10,8,10,10,10,9,2.08
4594993,40.78046917,-73.9757267,93,10,9,10,10,10,9,2.08
15004091,40.70650308,-73.95568086,95,10,9,10,10,10,10,2.08
16436077,40.6881988,-73.96299107,97,10,10,10,10,10,10,2.08
13140220,40.77504316,-73.94944954,97,10,10,10,10,10,9,2.08
18163050,40.71248486,-73.95349117,98,10,10,10,10,10,10,2.08
15494542,40.74817127,-73.97595439,98,10,9,10,10,10,9,2.08
17666300,40.72318045,-74.00223127,100,10,10,10,10,10,10,2.08
19179997,40.7765944,-73.92172932,100,10,10,10,10,10,10,2.08
7951281,40.68857305,-73.97384942,99,10,10,10,10,10,10,2.09
33009,40.71491956,-73.95935138,99,10,10,10,10,10,10,2.09
19505214,40.72228922,-73.98643465,100,10,9,9,9,10,10,2.09
19055470,40.72476066,-73.84356149,100,10,10,10,10,10,10,2.09
19961368,40.73942145,-73.9811686,100,10,10,10,10,10,10,2.09
784169,40.73186228,-74.00328718,94,10,9,10,10,10,9,2.1
5651944,40.77789445,-73.95730888,95,10,10,10,9,10,10,2.1
7718452,40.68333104,-73.9936877,96,10,10,10,10,10,10,2.1
1245479,40.70840274,-73.94153176,99,10,10,10,10,10,10,2.1
18488335,40.81249817,-73.94150759,100,10,9,10,10,10,10,2.1
4564840,40.72312324,-73.98254511,90,10,8,9,9,10,9,2.11
16860045,40.76813844,-73.89573491,98,10,9,10,10,10,10,2.11
19055863,40.60913276,-73.96197652,100,10,10,10,10,10,10,2.11
7279024,40.71705594,-73.99875662,96,10,9,10,10,10,10,2.12
15419574,40.74628919,-73.95199335,100,10,10,10,10,10,10,2.12
292047,40.73908037,-74.00377769,96,10,10,10,10,10,10,2.13
6130145,40.74315102,-73.9173334,98,10,10,10,10,10,10,2.13
17927240,40.67503341,-73.96110756,100,10,10,10,10,10,10,2.13
8665205,40.70970553,-74.00966686,94,10,9,10,10,10,10,2.14
15126948,40.72609023,-73.98795489,97,10,10,10,10,10,10,2.14
535631,40.75642794,-73.96936796,97,10,10,10,10,10,10,2.14
15532499,40.76617474,-73.98670428,98,10,10,10,10,10,10,2.14
19383519,40.72784042,-74.00046373,100,10,10,9,9,10,9,2.14
15814363,40.72460844,-73.98171768,96,10,9,10,10,10,10,2.15
8012976,40.70725892,-74.0059329,97,10,10,10,10,10,10,2.15
15216703,40.71348418,-73.9913475,95,10,9,10,10,10,9,2.16
17073948,40.76799435,-73.92976509,97,10,9,10,10,10,10,2.16
7900908,40.73517909,-73.98047289,98,10,10,10,10,10,10,2.16
18824535,40.74749934,-73.98481606,97,10,10,10,10,10,9,2.17
8167266,40.7216153,-73.99454033,97,10,10,10,10,10,9,2.18
15009565,40.7188879,-73.95991471,98,10,9,10,10,10,10,2.18
4280150,40.64184315,-73.96615535,96,10,10,10,10,10,10,2.19
8663101,40.79359539,-73.97441832,96,10,10,10,10,10,10,2.19
15704213,40.71916469,-74.01177025,99,10,10,10,10,10,10,2.19
10225827,40.74973365,-73.99725064,99,10,10,10,10,10,10,2.19
16775597,40.68814348,-73.99194998,86,10,9,9,8,10,9,2.2
1106320,40.72707867,-73.98514559,95,10,9,10,10,10,9,2.21
7206568,40.79720139,-73.96921834,98,10,10,10,10,10,10,2.21
15663513,40.76753535,-73.96165875,99,10,10,10,9,10,10,2.21
17788183,40.77997958,-73.97428016,100,10,10,10,10,10,10,2.21
7397916,40.72434675,-73.98324964,94,10,9,10,10,10,9,2.22
18680725,40.74241252,-73.92072503,94,10,10,10,10,10,10,2.22
18194759,40.71793386,-73.99145372,95,10,10,10,10,10,10,2.22
9346752,40.7609832,-73.98427458,97,10,10,10,10,10,9,2.22
6990,40.78962413,-73.94802016,97,10,10,10,10,10,10,2.22
11740163,40.72137612,-73.95756706,98,10,9,10,10,10,10,2.22
14667640,40.7513637,-73.8569504,98,10,10,10,10,10,10,2.22
3768977,40.76402959,-73.92162301,95,10,9,10,10,10,10,2.23
7331958,40.73528819,-74.00323112,96,10,10,10,10,10,9,2.23
17975077,40.70760931,-73.94453682,98,10,10,10,10,10,10,2.23
14694588,40.75577052,-73.83263466,98,10,10,10,10,10,10,2.23
19478246,40.68973911,-73.91255918,100,10,10,10,10,10,10,2.24
18650087,40.82250346,-73.94492552,100,10,10,10,10,10,9,2.24
16489186,40.67149015,-73.9520251,97,10,10,10,10,10,10,2.25
13459691,40.71696013,-73.95727492,98,10,10,10,10,10,10,2.25
18486698,40.70112994,-73.91385439,100,10,10,10,10,10,10,2.25
19136921,40.81644253,-73.94126962,100,10,10,10,10,10,10,2.25
9473760,40.74181318,-73.98143787,95,10,10,10,10,10,9,2.26
14841838,40.75494742,-73.8777399,96,10,10,10,10,10,9,2.26
18208285,40.76888885,-73.95480331,100,10,10,10,10,10,10,2.26
15098786,40.72687604,-74.00219883,92,10,10,10,10,10,9,2.27
19568922,40.84741799,-73.9414465,92,10,8,9,9,10,9,2.27
2615065,40.71650152,-73.94842277,95,10,10,10,10,10,10,2.27
2071446,40.71955309,-73.96048798,96,10,9,10,10,10,10,2.27
19245930,40.68640678,-73.86635422,100,10,10,10,10,10,10,2.27
19071262,40.72642047,-73.85958592,92,10,8,10,10,10,9,2.28
17231011,40.73047686,-73.85331076,96,10,9,10,10,10,10,2.28
14856799,40.74624387,-73.83528349,93,10,9,10,10,10,10,2.29
15664037,40.73850196,-73.98781638,94,10,10,10,10,10,9,2.29
8691711,40.70910526,-73.95286786,96,10,10,10,10,10,9,2.29
19103012,40.68066557,-73.94090912,80,10,10,8,7,10,9,2.31
19501157,40.74070068,-73.99238143,95,10,10,10,10,10,10,2.31
3677769,40.74189437,-73.92374993,97,10,10,10,10,10,10,2.31
17237922,40.70721141,-73.95340696,98,10,10,10,10,10,10,2.31
14960623,40.73295564,-74.00619905,98,10,10,10,10,10,10,2.31
19433834,40.67001964,-73.99158241,100,10,10,10,10,10,10,2.31
18733946,40.70301516,-74.01106706,100,10,10,10,10,10,10,2.31
18077983,40.7446939,-73.99987502,100,10,9,10,10,10,9,2.31
19485371,40.82581681,-73.94875982,100,10,9,10,10,10,10,2.31
16517301,40.7850713,-73.97228006,93,10,9,10,10,10,9,2.32
15927523,40.71462824,-73.9647424,96,10,10,10,10,10,10,2.32
16869999,40.81609476,-73.93662607,98,10,10,10,10,10,10,2.32
13614173,40.72201625,-73.9887949,99,10,10,10,10,10,10,2.32
5883069,40.72221562,-73.99849277,97,10,10,10,10,10,9,2.33
5567278,40.73271755,-74.0060743,90,10,9,10,10,10,9,2.34
17668540,40.75868977,-73.96179733,91,10,9,9,10,10,9,2.34
18037392,40.6715756,-73.97472438,95,10,10,10,10,10,10,2.34
3958460,40.77322907,-73.98013552,96,10,10,10,10,10,9,2.34
1255828,40.783225,-73.98105209,96,10,10,10,10,10,10,2.34
726465,40.71926994,-73.95590939,99,10,10,10,10,10,10,2.34
19532907,40.66949635,-73.92226336,100,10,10,10,10,10,10,2.34
17270768,40.7238512,-73.94579929,100,10,10,10,10,10,10,2.34
19825152,40.71110224,-73.94870471,95,10,10,10,10,10,10,2.35
5639483,40.76285216,-73.94983719,97,10,10,10,10,10,9,2.35
326908,40.78522692,-73.9753239,97,10,9,10,10,10,9,2.35
18649806,40.76848301,-73.93212629,100,10,10,10,10,10,10,2.35
14136127,40.73402854,-74.00256266,93,10,9,10,10,10,8,2.36
14341121,40.70595118,-73.83517882,96,10,10,10,10,10,10,2.36
5797246,40.69281896,-73.96686725,97,10,10,10,10,10,10,2.36
17387776,40.70004832,-73.91551492,98,10,10,10,10,10,10,2.36
17367289,40.59745483,-73.76032346,100,10,9,10,10,10,10,2.36
19762625,40.72207708,-73.99365343,93,10,9,7,9,10,10,2.37
9404508,40.7625918,-74.00014877,98,10,10,10,10,10,10,2.37
17843852,40.79448772,-73.97039378,98,10,10,10,10,10,10,2.37
14824492,40.71310507,-73.95448404,99,10,10,10,10,10,10,2.37
11400327,40.76428282,-73.99193447,99,10,10,10,10,10,9,2.37
19751244,40.62194061,-74.02483297,100,10,10,10,10,10,10,2.37
14111092,40.82446021,-73.94318095,96,10,9,10,10,10,10,2.39
4431247,40.74725579,-74.00213249,98,10,9,10,10,10,10,2.39
12485862,40.71173184,-73.96645627,99,10,10,10,10,10,10,2.39
19845637,40.70897912,-73.96121148,90,10,8,10,10,10,8,2.4
8192443,40.71595673,-73.96215011,93,10,9,10,10,10,9,2.4
19574956,40.68301001,-73.94756945,95,10,10,10,10,10,10,2.4
19190170,40.82807435,-73.94729205,95,10,10,10,10,10,10,2.4
6957168,40.68153,-74.00160022,96,10,10,10,10,10,9,2.4
15866751,40.71138398,-73.9418664,96,10,9,10,10,10,10,2.4
19266147,40.67822267,-73.9713323,100,10,10,10,10,10,10,2.4
11724873,40.75926212,-73.99304473,100,10,10,10,10,10,10,2.4
18107141,40.72222098,-74.0009014,97,10,10,10,10,10,9,2.41
8838932,40.68506194,-73.97363139,95,10,10,10,10,10,9,2.42
19522085,40.70266367,-73.9127483,95,10,9,10,10,10,9,2.42
12902256,40.71365827,-73.98798847,96,10,10,10,10,10,9,2.42
17095296,40.73571421,-73.95371907,98,10,10,10,10,10,10,2.42
10083973,40.71139165,-73.96001962,99,10,10,10,10,10,10,2.42
19475130,40.83586907,-73.93734495,100,10,10,9,10,10,10,2.42
19304453,40.75543998,-73.99406414,88,10,10,10,10,10,10,2.43
12301489,40.7363039,-73.98691444,94,10,9,10,10,10,9,2.43
9402952,40.76691945,-73.96798202,97,10,10,10,10,10,10,2.43
19894733,40.67304674,-73.92957688,100,10,10,10,10,10,10,2.43
2117705,40.71257592,-73.96391564,100,10,10,10,10,10,9,2.43
19862056,40.7136539,-73.94330761,100,10,10,10,10,10,10,2.43
16899058,40.72549961,-74.00258242,100,10,10,10,10,10,10,2.43
19949135,40.80419402,-73.95472753,100,10,10,10,10,10,10,2.43
18240957,40.66761603,-73.75555334,91,10,9,10,10,10,10,2.44
6966985,40.80100484,-73.96647137,95,10,9,10,10,10,10,2.44
4908634,40.68528376,-73.97528025,96,10,10,10,10,10,10,2.44
13880972,40.76600501,-73.9916737,99,10,9,10,10,10,10,2.44
18288595,40.74749679,-73.99399292,91,10,9,10,10,10,9,2.45
18272753,40.70765007,-73.92159185,93,10,9,10,10,10,10,2.45
19609161,40.78324384,-73.94870508,95,10,9,9,10,10,10,2.45
82638,40.72399166,-73.98374493,96,10,9,10,10,10,9,2.45
467866,40.73122801,-74.00590749,97,10,10,10,10,10,10,2.45
14774206,40.8009345,-73.96009844,99,10,10,10,10,10,10,2.45
16618049,40.7047623,-73.92194607,96,10,10,10,10,10,10,2.46
209310,40.73826439,-73.92457903,97,10,10,10,10,10,10,2.46
19450906,40.69214751,-73.96692272,100,10,9,10,10,10,10,2.46
18853435,40.75575074,-73.93235796,94,10,9,10,10,10,10,2.47
4083306,40.74338822,-73.99774859,96,10,10,10,10,10,9,2.47
18975570,40.73844921,-73.99787318,98,10,10,10,10,10,9,2.47
6237443,40.67553706,-73.96834678,97,10,9,10,10,10,10,2.48
13371699,40.65867282,-73.97970592,99,10,10,10,10,10,10,2.48
17347938,40.75651159,-73.91484766,100,10,10,10,10,10,10,2.48
10070145,40.71400349,-73.96394879,98,10,10,10,10,10,10,2.49
19055578,40.72772215,-73.95240431,90,10,9,10,10,10,9,2.5
18987249,40.67269194,-73.94725719,93,10,10,10,10,10,10,2.5
19143826,40.72674671,-73.95540485,93,10,10,10,10,10,9,2.5
19963027,40.7284669,-74.00277546,100,10,10,10,10,10,10,2.5
17881830,40.73277844,-74.0066565,100,10,10,10,10,10,10,2.5
19519312,40.76549217,-73.98657455,100,10,8,10,10,10,10,2.5
10595000,40.6668035,-73.97713472,95,10,9,10,10,10,10,2.51
10488112,40.73075954,-73.95705812,95,10,10,9,9,10,9,2.51
5396323,40.72887381,-73.98599153,98,10,10,10,10,10,10,2.51
13117480,40.67328541,-73.96291154,95,10,10,10,10,10,9,2.52
2231296,40.72925707,-73.99890442,96,10,9,10,10,10,9,2.52
17805997,40.67177996,-73.9586825,97,10,10,10,10,10,10,2.52
16358975,40.76618337,-73.9872076,100,10,10,9,10,10,10,2.52
17189510,40.72581897,-73.98040042,97,10,10,10,10,10,10,2.53
13996905,40.77816543,-73.9487807,99,10,10,10,10,10,10,2.53
4575812,40.82741932,-73.95010398,95,10,9,10,10,10,10,2.54
14397802,40.70669985,-73.94635648,96,10,9,10,9,10,10,2.54
18472354,40.72699009,-73.98147668,96,10,10,10,10,10,9,2.54
11452070,40.73133166,-74.00458523,96,10,9,10,10,10,10,2.54
19122452,40.73160397,-74.00261724,100,10,10,10,10,10,10,2.54
19011068,40.81450936,-73.94477599,100,10,10,10,10,10,10,2.54
2055819,40.71588793,-73.95533501,95,10,9,10,10,10,9,2.55
16897875,40.74701206,-74.00447796,95,10,10,10,10,10,9,2.55
4481295,40.71933244,-73.95110701,96,10,10,10,10,10,10,2.55
14913941,40.67564411,-73.95497491,97,10,9,10,10,10,10,2.55
19049100,40.74689124,-73.9776293,97,10,10,10,10,10,10,2.56
12403816,40.76058234,-73.99602606,97,10,10,10,10,10,10,2.56
13083733,40.75500761,-73.97061797,98,10,10,10,10,10,10,2.56
17729392,40.83747665,-73.94277682,92,10,8,10,10,10,10,2.57
13055236,40.74688354,-73.978127,95,10,9,10,10,10,10,2.57
13376594,40.71396479,-74.00650473,91,10,9,10,10,10,9,2.58
16718498,40.70867226,-73.94061027,97,10,9,10,10,10,10,2.58
746088,40.71954812,-73.99706423,94,10,9,10,10,10,9,2.59
15411988,40.76042928,-73.99500302,100,10,10,10,10,10,10,2.59
15292103,40.7054783,-73.92410796,97,10,10,9,10,10,10,2.6
7750695,40.77935971,-73.9778697,99,10,10,10,10,10,10,2.6
18750494,40.7083329,-73.9553419,100,10,10,10,10,10,10,2.6
18615903,40.70904446,-73.93980018,98,10,9,10,10,10,10,2.61
17994239,40.6928878,-73.95892353,100,10,10,10,10,10,10,2.61
19766312,40.76363327,-73.93032805,100,10,10,10,10,10,10,2.61
16063885,40.80761249,-73.95416138,100,10,10,10,10,10,10,2.61
19751140,40.81589178,-73.93824068,100,10,10,10,10,10,10,2.61
15560394,40.57310049,-74.09459485,99,10,10,10,10,10,10,2.62
13129905,40.77743972,-73.9569689,97,10,10,10,10,10,10,2.63
1205103,40.69485593,-73.97132441,98,10,10,10,10,10,10,2.63
15406819,40.79588425,-73.93749961,98,10,10,10,10,10,10,2.63
16676113,40.72890852,-74.00497366,99,10,10,10,10,10,10,2.63
19715377,40.77855993,-73.98748246,100,10,10,10,10,10,10,2.63
2728126,40.68204851,-73.98736039,93,10,10,10,10,10,9,2.64
1645196,40.67178914,-73.97247857,100,10,10,10,10,10,10,2.64
858223,40.7381764,-73.99769757,93,10,10,10,10,10,9,2.65
11159781,40.74961575,-73.8997114,96,10,10,10,10,10,10,2.65
13829927,40.74581951,-73.91233443,98,10,10,10,10,10,10,2.65
19982386,40.74278501,-74.00193376,100,10,10,10,10,10,10,2.65
19058675,40.84202318,-73.94171479,90,10,10,10,10,10,10,2.67
13446124,40.81353378,-73.95878213,93,10,9,10,10,10,9,2.67
19861583,40.76867779,-73.95457991,95,10,9,10,10,10,10,2.67
1171635,40.74493724,-73.98011308,96,10,10,10,10,10,9,2.67
15037541,40.72640531,-73.94476784,99,10,10,10,10,10,10,2.67
19876727,40.7020412,-73.92591547,100,10,10,10,10,10,10,2.67
9760592,40.73197652,-74.00285157,97,10,10,10,10,10,9,2.68
16560593,40.68186019,-73.91188199,99,10,10,10,10,10,10,2.68
15154905,40.7328678,-73.95211094,99,10,10,10,10,10,10,2.68
14238574,40.75539056,-73.83171677,99,10,10,10,10,10,10,2.68
16412449,40.7217751,-73.95769735,100,10,10,10,10,10,10,2.68
8210379,40.67799973,-73.97117898,97,10,9,10,10,10,10,2.69
19441240,40.81610811,-73.9441937,100,10,10,10,10,10,10,2.69
10090735,40.74155968,-74.00036608,96,10,9,10,10,10,9,2.7
12649685,40.73081392,-73.95551485,97,10,10,10,10,10,10,2.7
10270687,40.75691292,-73.9287944,98,10,10,10,10,10,10,2.7
13532647,40.76049792,-73.99455397,94,10,10,10,10,10,10,2.71
6134199,40.78926037,-73.96989103,95,10,10,10,10,10,9,2.71
17842893,40.71781961,-73.99705477,98,10,10,10,10,10,10,2.71
17478780,40.74121895,-73.85333948,98,10,10,10,10,10,10,2.71
12090975,40.68815754,-73.96915818,93,10,9,10,10,10,9,2.72
11674335,40.72961791,-73.98120581,98,10,10,10,10,10,10,2.72
6227980,40.72153704,-73.99895766,94,10,9,10,10,10,9,2.73
16740081,40.71423306,-73.99442052,96,10,9,9,10,10,10,2.73
13282587,40.75507887,-73.99345553,96,10,10,10,10,10,10,2.73
19101395,40.78696356,-73.97828452,96,10,10,10,10,10,9,2.73
16175674,40.723565,-73.95192859,97,10,10,10,10,10,10,2.73
7261444,40.77893941,-73.98652636,98,10,10,10,10,10,10,2.73
18840369,40.68403406,-73.94431521,100,10,10,9,10,10,10,2.73
5605790,40.69362917,-73.91329453,100,10,10,10,10,10,10,2.73
13789278,40.73029876,-73.98822759,91,10,9,10,10,10,9,2.74
6225501,40.71478969,-73.96048394,93,10,9,10,10,10,9,2.74
15772883,40.76152321,-73.98709885,98,10,10,10,10,10,10,2.74
8620134,40.77127305,-73.95174518,97,10,10,10,10,10,10,2.75
13623891,40.74409969,-73.98833899,97,10,10,10,10,10,9,2.76
8873479,40.73557145,-73.98352565,97,10,10,10,10,10,10,2.77
18498466,40.71555124,-73.94842301,100,10,10,10,10,10,10,2.77
4726941,40.72325077,-74.00990581,95,10,10,10,10,10,10,2.78
18059224,40.69489467,-73.93479237,92,10,9,9,10,10,9,2.79
4324388,40.67617527,-73.98200315,94,10,9,10,10,10,10,2.79
10573225,40.66509727,-73.98306768,97,10,10,10,10,10,10,2.79
3168311,40.73040314,-73.95577736,99,10,10,10,10,10,10,2.79
19890111,40.70460589,-74.00768262,100,10,10,10,10,10,10,2.79
18460506,40.71037251,-73.95442679,100,10,9,10,10,10,10,2.79
19876641,40.71982593,-73.95920488,100,10,8,10,10,10,10,2.79
3870797,40.75045078,-74.00319018,90,10,9,9,9,10,9,2.8
5328633,40.77530359,-73.902732,95,10,10,10,10,10,10,2.8
16133192,40.68246905,-73.99887065,96,10,10,9,9,10,9,2.8
476919,40.78321243,-73.95042906,96,10,10,10,10,10,10,2.8
19803002,40.72430858,-73.97834033,100,10,10,10,10,10,10,2.81
5045267,40.7677435,-73.99206823,94,10,10,10,10,10,9,2.82
19325952,40.70721096,-73.9112665,97,10,10,10,10,10,10,2.84
11743260,40.73641991,-73.99377399,97,10,10,10,10,10,9,2.85
2838331,40.72334907,-73.95080614,98,10,10,10,10,10,10,2.85
16086666,40.76612055,-73.95188862,98,10,10,10,10,10,10,2.85
19876501,40.75736238,-73.99506073,90,10,9,10,10,10,10,2.86
18124132,40.77812954,-73.98737163,95,10,10,9,9,10,10,2.86
15647143,40.79038962,-73.96789149,97,10,10,10,10,10,10,2.86
15080994,40.76275692,-73.98941564,99,10,10,10,10,10,10,2.86
2660412,40.65824304,-73.9755689,94,10,9,10,10,10,9,2.88
792835,40.71703148,-73.98612392,95,10,9,10,10,10,9,2.89
9434213,40.76595094,-73.99372341,95,10,10,10,10,10,10,2.89
7979237,40.67959885,-73.9694761,96,10,9,10,10,10,10,2.89
7036862,40.72257709,-73.99260752,96,10,9,10,10,10,9,2.89
13275792,40.71281308,-73.95126909,98,10,10,10,10,10,10,2.89
9752005,40.73737101,-74.00591029,98,10,10,10,10,10,10,2.89
4717034,40.73894307,-73.98448599,96,10,9,10,9,10,9,2.91
8241975,40.71207741,-73.95719448,97,10,10,10,10,10,10,2.91
3944233,40.75848203,-73.98413664,97,10,9,10,10,10,10,2.91
8547691,40.7632974,-73.98590792,98,10,9,10,10,10,10,2.91
8952816,40.76785936,-73.92433209,93,10,10,10,10,10,10,2.92
17024343,40.6795678,-73.97171014,96,10,9,10,10,10,9,2.92
17992378,40.7648565,-73.99243871,99,10,10,10,10,10,10,2.92
18503701,40.80584469,-73.95272304,100,10,10,10,10,10,10,2.92
19459993,40.71183118,-73.94385531,90,10,9,10,10,10,10,2.93
13217943,40.77476361,-73.9832855,99,10,10,10,10,10,10,2.93
16454703,40.61444331,-74.0297444,100,10,10,10,10,10,10,2.93
13092405,40.75733075,-73.96576974,95,10,10,10,9,10,9,2.94
4994266,40.75765445,-73.96466402,95,10,9,10,9,10,9,2.94
19709282,40.69967236,-73.92691733,100,10,10,10,10,10,10,2.94
19388247,40.74858581,-74.00198329,100,10,10,9,10,10,10,2.94
800918,40.7442979,-73.99723709,98,10,10,10,10,10,10,2.95
10101097,40.71839575,-73.95359097,99,10,10,10,10,10,10,2.95
18159825,40.77412269,-73.90609628,97,10,10,10,10,10,10,2.96
9968223,40.7190072,-73.9594018,99,10,10,10,10,10,10,2.96
18750897,40.74118817,-73.92256948,98,10,10,10,10,10,10,2.97
4922476,40.72058608,-73.99658903,96,10,10,10,10,10,9,2.98
15757745,40.69382735,-73.92771295,97,10,10,10,10,10,10,2.98
15282612,40.79392083,-73.94093078,98,10,10,10,10,10,10,2.98
1101035,40.68778887,-73.98517062,99,10,10,10,10,10,10,2.98
16164264,40.71916401,-73.99228749,96,10,9,10,10,10,10,2.99
2461540,40.75799302,-73.92005954,96,10,9,10,10,10,10,2.99
18996283,40.75168945,-73.97116038,85,10,9,10,10,10,10,3
19120953,40.68017781,-73.95519419,93,10,9,10,10,10,10,3
19469374,40.73040574,-73.98135164,93,10,10,10,10,10,9,3
4936023,40.75462449,-73.96869006,94,10,9,10,10,10,9,3
